,Unnamed: 0,userId,movieId,rating,movie_idx
276348,276348,1899,2070,2.0,1988
276349,276349,1899,2147,1.0,2065
276350,276350,1899,2355,3.0,2272
276351,276351,1899,2644,3.0,2561
276352,276352,1899,2683,3.0,2599
276353,276353,1899,2700,5.0,2616
276354,276354,1899,2709,4.0,2625
276355,276355,1899,2758,2.0,2674
276356,276356,1899,2901,3.0,2817
276357,276357,1899,2987,4.0,2903
276358,276358,1899,2997,4.0,2913
28726,28726,226,1215,4.0,1191
28727,28727,226,1221,4.5,1197
28728,28728,226,1275,4.0,1249
28729,28729,226,1375,2.5,1346
28730,28730,226,1997,3.5,1915
28731,28731,226,2023,3.5,1941
28732,28732,226,2671,3.0,2587
28733,28733,226,3176,1.5,3091
28734,28734,226,3471,2.5,3384
28735,28735,226,4022,1.5,3930
28736,28736,226,4027,4.5,3935
281262,281262,1932,2401,5.0,2318
281263,281263,1932,2502,5.0,2419
281264,281264,1932,2542,5.0,2459
281265,281265,1932,2558,3.0,2475
281266,281266,1932,2580,5.0,2497
281267,281267,1932,2590,4.0,2507
281268,281268,1932,2617,3.0,2534
281269,281269,1932,2618,5.0,2535
281270,281270,1932,2629,1.0,2546
281271,281271,1932,2683,5.0,2599
281272,281272,1932,2700,1.0,2616
222258,222258,1533,260,5.0,259
222259,222259,1533,494,3.0,492
222260,222260,1533,608,1.0,604
222261,222261,1533,648,4.0,642
222262,222262,1533,708,4.0,698
222263,222263,1533,733,3.0,723
222264,222264,1533,736,4.0,726
222265,222265,1533,780,5.0,769
222266,222266,1533,784,1.0,773
222267,222267,1533,786,3.0,775
222268,222268,1533,788,5.0,777
260042,260042,1794,53894,3.5,12015
260043,260043,1794,55765,2.5,12268
260044,260044,1794,58803,3.0,12608
260045,260045,1794,59126,4.5,12661
260046,260046,1794,59143,3.0,12667
260047,260047,1794,59604,2.5,12723
260048,260048,1794,60072,0.5,12804
260049,260049,1794,62437,3.5,13108
260050,260050,1794,63062,3.0,13156
260051,260051,1794,65188,4.5,13347
260052,260052,1794,65225,4.5,13351
294561,294561,2015,2533,3.5,2450
294562,294562,2015,2827,4.0,2743
294563,294563,2015,2858,3.5,2774
294564,294564,2015,2959,5.0,2875
294565,294565,2015,3174,4.0,3089
294566,294566,2015,3178,4.5,3093
294567,294567,2015,3980,4.0,3888
294568,294568,2015,4973,4.5,4880
294569,294569,2015,6383,3.5,6280
294570,294570,2015,58559,5.0,12582
294571,294571,2015,79132,5.0,15580
295901,295901,2024,719,4.0,709
295902,295902,2024,736,3.0,726
295903,295903,2024,762,3.0,751
295904,295904,2024,780,4.0,769
295905,295905,2024,783,4.0,772
295906,295906,2024,784,3.0,773
295907,295907,2024,837,4.0,824
295908,295908,2024,858,3.0,845
295909,295909,2024,1073,4.0,1054
295910,295910,2024,1210,4.0,1186
295911,295911,2024,1356,5.0,1328
260000,260000,1792,95,3.0,95
260001,260001,1792,103,3.0,103
260002,260002,1792,105,3.0,105
260003,260003,1792,209,3.0,209
260004,260004,1792,647,4.0,641
260005,260005,1792,708,5.0,698
260006,260006,1792,780,4.0,769
260007,260007,1792,805,5.0,794
260008,260008,1792,830,3.0,817
260009,260009,1792,838,5.0,825
260010,260010,1792,848,4.0,835
290292,290292,1989,780,3.0,769
290293,290293,1989,786,3.0,775
290294,290294,1989,832,3.0,819
290295,290295,1989,886,3.0,871
290296,290296,1989,1004,3.0,987
290297,290297,1989,1073,3.0,1054
290298,290298,1989,1210,3.0,1186
290299,290299,1989,1356,3.0,1328
290300,290300,1989,1405,3.0,1374
290301,290301,1989,1429,3.0,1397
290302,290302,1989,1432,3.0,1400
210461,210461,1444,316,3.0,315
210462,210462,1444,317,3.0,316
210463,210463,1444,318,4.0,317
210464,210464,1444,339,4.0,337
210465,210465,1444,349,3.0,347
210466,210466,1444,357,4.0,355
210467,210467,1444,380,3.0,378
210468,210468,1444,457,4.0,455
210469,210469,1444,587,5.0,583
210470,210470,1444,590,4.0,586
210471,210471,1444,593,4.0,589
283005,283005,1943,1240,5.0,1214
283006,283006,1943,1270,3.0,1244
283007,283007,1943,1527,5.0,1482
283008,283008,1943,1580,5.0,1530
283009,283009,1943,1584,3.0,1534
283010,283010,1943,1645,5.0,1590
283011,283011,1943,2571,5.0,2488
283012,283012,1943,2628,4.0,2545
283013,283013,1943,2916,5.0,2832
283014,283014,1943,2990,3.0,2906
283015,283015,1943,3020,5.0,2936
205741,205741,1413,1266,4.0,1240
205742,205742,1413,1500,3.0,1459
205743,205743,1413,1597,3.0,1547
205744,205744,1413,1639,3.0,1584
205745,205745,1413,1673,4.0,1618
205746,205746,1413,1777,3.0,1709
205747,205747,1413,2001,3.0,1919
205748,205748,1413,2353,3.5,2270
205749,205749,1413,2424,3.5,2341
205750,205750,1413,2770,2.0,2686
205751,205751,1413,3101,3.5,3016
278721,278721,1916,590,3.0,586
278722,278722,1916,592,2.0,588
278723,278723,1916,593,5.0,589
278724,278724,1916,595,3.0,591
278725,278725,1916,762,1.0,751
278726,278726,1916,780,2.0,769
278727,278727,1916,800,5.0,789
278728,278728,1916,802,2.0,791
278729,278729,1916,805,1.0,794
278730,278730,1916,830,2.0,817
278731,278731,1916,1161,4.0,1140
260063,260063,1795,3275,5.0,3190
260064,260064,1795,3754,3.0,3665
260065,260065,1795,5283,3.0,5189
260066,260066,1795,47999,5.0,11361
260067,260067,1795,58559,4.5,12582
260068,260068,1795,66097,4.5,13468
260069,260069,1795,69757,5.0,13968
260070,260070,1795,70286,4.5,14060
260071,260071,1795,71535,5.0,14329
260072,260072,1795,72167,5.0,14461
260073,260073,1795,73017,4.5,14646
167603,167603,1137,349,4.0,347
167604,167604,1137,356,3.0,354
167605,167605,1137,380,4.0,378
167606,167606,1137,457,3.0,455
167607,167607,1137,480,4.0,478
167608,167608,1137,527,4.0,525
167609,167609,1137,588,2.0,584
167610,167610,1137,589,4.0,585
167611,167611,1137,590,4.0,586
167612,167612,1137,648,3.0,642
167613,167613,1137,788,2.0,777
231197,231197,1597,2020,4.5,1938
231198,231198,1597,2067,3.5,1985
231199,231199,1597,2160,4.0,2078
231200,231200,1597,2369,2.5,2286
231201,231201,1597,2467,5.0,2384
231202,231202,1597,2581,3.0,2498
231203,231203,1597,2872,4.0,2788
231204,231204,1597,2959,3.0,2875
231205,231205,1597,3148,5.0,3063
231206,231206,1597,3168,5.0,3083
231207,231207,1597,79132,4.0,15580
211035,211035,1447,1517,4.5,1473
211036,211036,1447,1682,3.0,1627
211037,211037,1447,1917,1.5,1835
211038,211038,1447,2011,0.5,1929
211039,211039,1447,2174,2.5,2092
211040,211040,1447,2324,4.5,2241
211041,211041,1447,2640,3.0,2557
211042,211042,1447,2797,2.5,2713
211043,211043,1447,5669,4.0,5573
211044,211044,1447,5952,4.0,5856
211045,211045,1447,6807,3.0,6700
159164,159164,1066,2565,3.0,2482
159165,159165,1066,2717,3.0,2633
159166,159166,1066,2948,3.5,2864
159167,159167,1066,2990,3.0,2906
159168,159168,1066,3354,3.0,3269
159169,159169,1066,3745,3.0,3656
159170,159170,1066,4019,2.5,3927
159171,159171,1066,4033,4.5,3941
159172,159172,1066,7147,4.5,7038
159173,159173,1066,36535,4.5,10443
159174,159174,1066,68848,5.0,13797
75370,75370,540,1411,3.0,1380
75371,75371,540,1918,4.0,1836
75372,75372,540,2380,3.0,2297
75373,75373,540,2409,3.5,2326
75374,75374,540,3264,3.5,3179
75375,75375,540,3555,3.0,3466
75376,75376,540,4155,4.0,4063
75377,75377,540,4973,3.5,4880
75378,75378,540,44555,4.0,10968
75379,75379,540,51662,3.5,11764
75380,75380,540,55276,4.0,12199
38466,38466,296,2329,5.0,2246
38467,38467,296,2599,1.0,2516
38468,38468,296,2959,5.0,2875
38469,38469,296,4306,4.0,4214
38470,38470,296,4973,5.0,4880
38471,38471,296,4993,2.0,4900
38472,38472,296,6016,3.0,5920
38473,38473,296,7153,3.0,7044
38474,38474,296,44555,4.0,10968
38475,38475,296,58559,4.0,12582
38476,38476,296,79132,4.0,15580
127097,127097,860,5065,3.0,4972
127098,127098,860,5110,5.0,5017
127099,127099,860,7317,5.0,7208
127100,127100,860,7324,5.0,7215
127101,127101,860,42725,5.0,10808
127102,127102,860,56775,5.0,12379
127103,127103,860,63113,5.0,13160
127104,127104,860,65225,1.0,13351
127105,127105,860,67087,5.0,13588
127106,127106,860,79702,5.0,15714
127107,127107,860,80463,5.0,15901
123364,123364,836,2871,3.0,2787
123365,123365,836,2959,4.5,2875
123366,123366,836,3478,4.0,3391
123367,123367,836,4679,3.5,4587
123368,123368,836,4754,1.0,4661
123369,123369,836,5574,4.5,5480
123370,123370,836,7361,4.5,7252
123371,123371,836,8807,4.0,8127
123372,123372,836,36708,4.0,10452
123373,123373,836,45720,3.5,11112
123374,123374,836,48516,4.5,11419
42643,42643,325,314,3.0,313
42644,42644,325,329,4.0,327
42645,42645,325,345,3.0,343
42646,42646,325,509,3.0,507
42647,42647,325,610,3.0,606
42648,42648,325,648,3.0,642
42649,42649,325,780,3.0,769
42650,42650,325,832,3.0,819
42651,42651,325,838,3.0,825
42652,42652,325,1079,3.0,1059
42653,42653,325,1356,4.0,1328
181517,181517,1230,1979,3.0,1897
181518,181518,1230,1980,2.0,1898
181519,181519,1230,1981,2.0,1899
181520,181520,1230,2428,2.5,2345
181521,181521,1230,2485,2.5,2402
181522,181522,1230,2581,4.5,2498
181523,181523,1230,2746,4.5,2662
181524,181524,1230,3072,4.0,2987
181525,181525,1230,3087,4.0,3002
181526,181526,1230,3317,3.5,3232
181527,181527,1230,4268,0.5,4176
119775,119775,802,2617,2.0,2534
119776,119776,802,2700,5.0,2616
119777,119777,802,2706,4.5,2622
119778,119778,802,3052,4.0,2967
119779,119779,802,3753,2.5,3664
119780,119780,802,3793,3.0,3704
119781,119781,802,3897,5.0,3806
119782,119782,802,3996,3.0,3904
119783,119783,802,4995,3.5,4902
119784,119784,802,33794,4.0,10227
119785,119785,802,36529,5.0,10440
260021,260021,1793,1270,2.0,1244
260022,260022,1793,1909,2.0,1827
260023,260023,1793,2028,3.0,1946
260024,260024,1793,2571,3.0,2488
260025,260025,1793,2789,2.0,2705
260026,260026,1793,4084,2.0,3992
260027,260027,1793,4993,4.0,4900
260028,260028,1793,5349,2.0,5255
260029,260029,1793,5816,2.0,5720
260030,260030,1793,5890,3.0,5794
260031,260031,1793,5952,4.0,5856
178259,178259,1200,1228,3.5,1204
178260,178260,1200,1271,4.5,1245
178261,178261,1200,1345,4.0,1317
178262,178262,1200,1513,4.0,1469
178263,178263,1200,1918,4.0,1836
178264,178264,1200,1967,5.0,1885
178265,178265,1200,2078,5.0,1996
178266,178266,1200,2140,5.0,2058
178267,178267,1200,2427,4.0,2344
178268,178268,1200,3006,4.0,2922
178269,178269,1200,3462,4.5,3375
53833,53833,391,3254,3.5,3169
53834,53834,391,3617,3.0,3528
53835,53835,391,3869,5.0,3778
53836,53836,391,4470,4.0,4378
53837,53837,391,4995,5.0,4902
53838,53838,391,5106,0.5,5013
53839,53839,391,8907,3.5,8227
53840,53840,391,27368,3.0,9368
53841,53841,391,30825,5.0,9656
53842,53842,391,45666,1.0,11105
53843,53843,391,46972,3.0,11226
71564,71564,500,765,4.0,754
71565,71565,500,780,5.0,769
71566,71566,500,784,3.0,773
71567,71567,500,786,4.0,775
71568,71568,500,830,4.0,817
71569,71569,500,832,5.0,819
71570,71570,500,839,5.0,826
71571,71571,500,880,3.0,866
71572,71572,500,1047,5.0,1030
71573,71573,500,1061,5.0,1043
71574,71574,500,1356,5.0,1328
86843,86843,612,2572,3.5,2489
86844,86844,612,2808,2.5,2724
86845,86845,612,2826,4.0,2742
86846,86846,612,3555,3.0,3466
86847,86847,612,3698,2.0,3609
86848,86848,612,3745,2.5,3656
86849,86849,612,4019,4.0,3927
86850,86850,612,58293,2.0,12542
86851,86851,612,66097,4.0,13468
86852,86852,612,67867,2.5,13662
86853,86853,612,68135,3.0,13698
55793,55793,404,1258,5.0,1232
55794,55794,404,1304,4.5,1277
55795,55795,404,1394,4.0,1365
55796,55796,404,1407,4.5,1376
55797,55797,404,1527,3.0,1482
55798,55798,404,1784,4.0,1715
55799,55799,404,2355,4.0,2272
55800,55800,404,2706,3.5,2622
55801,55801,404,2710,4.0,2626
55802,55802,404,2791,3.0,2707
55803,55803,404,2797,3.5,2713
88514,88514,623,628,2.0,623
88515,88515,623,648,3.0,642
88516,88516,623,733,4.0,723
88517,88517,623,736,3.0,726
88518,88518,623,762,3.0,751
88519,88519,623,780,3.0,769
88520,88520,623,786,4.0,775
88521,88521,623,788,3.0,777
88522,88522,623,802,4.0,791
88523,88523,623,805,4.0,794
88524,88524,623,1356,5.0,1328
164110,164110,1108,454,3.0,452
164111,164111,1108,457,4.0,455
164112,164112,1108,480,4.0,478
164113,164113,1108,527,4.0,525
164114,164114,1108,539,4.0,537
164115,164115,1108,588,4.0,584
164116,164116,1108,589,3.0,585
164117,164117,1108,590,4.0,586
164118,164118,1108,592,3.0,588
164119,164119,1108,595,3.0,591
164120,164120,1108,597,3.0,593
110002,110002,750,266,3.0,265
110003,110003,750,300,4.0,299
110004,110004,750,318,4.0,317
110005,110005,750,350,3.0,348
110006,110006,750,356,4.0,354
110007,110007,750,357,4.0,355
110008,110008,750,440,3.0,438
110009,110009,750,454,4.0,452
110010,110010,750,527,5.0,525
110011,110011,750,590,4.0,586
110012,110012,750,592,4.0,588
56015,56015,407,2805,3.0,2721
56016,56016,407,2841,3.5,2757
56017,56017,407,3148,4.5,3063
56018,56018,407,3173,3.0,3088
56019,56019,407,3267,2.0,3182
56020,56020,407,3273,1.0,3188
56021,56021,407,3882,2.0,3791
56022,56022,407,48738,5.0,11453
56023,56023,407,66203,4.5,13478
56024,56024,407,80241,3.5,15848
56025,56025,407,80551,4.0,15918
203524,203524,1396,4246,3.5,4154
203525,203525,1396,4306,3.0,4214
203526,203526,1396,4979,5.0,4886
203527,203527,1396,5902,5.0,5806
203528,203528,1396,5952,2.0,5856
203529,203529,1396,6333,5.0,6237
203530,203530,1396,6711,4.0,6604
203531,203531,1396,7147,5.0,7038
203532,203532,1396,8807,0.5,8127
203533,203533,1396,8918,5.0,8238
203534,203534,1396,31878,4.0,9843
154847,154847,1032,1894,4.0,1812
154848,154848,1032,1961,4.0,1879
154849,154849,1032,2291,3.0,2208
154850,154850,1032,2396,5.0,2313
154851,154851,1032,2572,5.0,2489
154852,154852,1032,2671,4.0,2587
154853,154853,1032,2694,5.0,2610
154854,154854,1032,2888,4.0,2804
154855,154855,1032,3835,3.0,3745
154856,154856,1032,4372,4.0,4280
154857,154857,1032,4867,5.0,4774
127118,127118,861,1147,5.0,1126
127119,127119,861,1210,4.0,1186
127120,127120,861,1356,3.0,1328
127121,127121,861,1479,3.0,1442
127122,127122,861,1485,1.0,1447
127123,127123,861,1537,5.0,1490
127124,127124,861,1545,4.0,1497
127125,127125,861,1570,1.0,1521
127126,127126,861,1580,5.0,1530
127127,127127,861,1584,3.0,1534
127128,127128,861,1649,5.0,1594
203311,203311,1393,2908,3.0,2824
203312,203312,1393,2993,4.0,2909
203313,203313,1393,4014,4.0,3922
203314,203314,1393,4023,4.0,3931
203315,203315,1393,4068,3.0,3976
203316,203316,1393,4141,3.0,4049
203317,203317,1393,4155,4.0,4063
203318,203318,1393,4167,3.0,4075
203319,203319,1393,4226,5.0,4134
203320,203320,1393,4562,4.0,4470
203321,203321,1393,4795,5.0,4702
75138,75138,537,377,5.0,375
75139,75139,537,380,3.0,378
75140,75140,537,457,4.0,455
75141,75141,537,590,4.0,586
75142,75142,537,592,3.0,588
75143,75143,537,637,2.0,632
75144,75144,537,708,5.0,698
75145,75145,537,848,1.0,835
75146,75146,537,881,5.0,867
75147,75147,537,980,5.0,964
75148,75148,537,1039,2.0,1022
215056,215056,1489,2193,2.0,2111
215057,215057,1489,2455,4.0,2372
215058,215058,1489,2641,2.5,2558
215059,215059,1489,2944,2.0,2860
215060,215060,1489,3361,5.0,3276
215061,215061,1489,4361,3.5,4269
215062,215062,1489,5013,5.0,4920
215063,215063,1489,5991,4.5,5895
215064,215064,1489,68358,4.5,13738
215065,215065,1489,69757,4.0,13968
215066,215066,1489,77846,4.0,15300
208967,208967,1431,2572,4.0,2489
208968,208968,1431,2805,4.0,2721
208969,208969,1431,3949,5.0,3857
208970,208970,1431,4995,5.0,4902
208971,208971,1431,5902,4.0,5806
208972,208972,1431,6377,4.5,6274
208973,208973,1431,6378,3.0,6275
208974,208974,1431,44191,4.5,10944
208975,208975,1431,44761,5.0,11000
208976,208976,1431,45730,5.0,11116
208977,208977,1431,47970,5.0,11355
174264,174264,1181,2018,3.0,1936
174265,174265,1181,2087,4.5,2005
174266,174266,1181,2409,4.5,2326
174267,174267,1181,2501,3.5,2418
174268,174268,1181,2687,4.5,2603
174269,174269,1181,3088,5.0,3003
174270,174270,1181,3624,4.0,3535
174271,174271,1181,3755,4.0,3666
174272,174272,1181,6377,4.5,6274
174273,174273,1181,63082,4.5,13159
174274,174274,1181,79132,5.0,15580
213408,213408,1466,1248,3.0,1222
213409,213409,1466,1344,2.0,1316
213410,213410,1466,2664,1.0,2580
213411,213411,1466,2966,3.0,2882
213412,213412,1466,3863,2.0,3772
213413,213413,1466,4069,1.0,3977
213414,213414,1466,4973,5.0,4880
213415,213415,1466,6874,4.0,6767
213416,213416,1466,7361,5.0,7252
213417,213417,1466,33166,4.0,10122
213418,213418,1466,46578,5.0,11176
216009,216009,1496,1957,4.0,1875
216010,216010,1496,1961,4.0,1879
216011,216011,1496,1962,3.0,1880
216012,216012,1496,1997,1.0,1915
216013,216013,1496,2000,3.0,1918
216014,216014,1496,2078,3.0,1996
216015,216015,1496,2150,3.0,2068
216016,216016,1496,2231,2.0,2148
216017,216017,1496,2268,3.0,2185
216018,216018,1496,2398,4.0,2315
216019,216019,1496,2518,3.0,2435
220117,220117,1516,1997,4.0,1915
220118,220118,1516,2018,5.0,1936
220119,220119,1516,2078,5.0,1996
220120,220120,1516,2080,5.0,1998
220121,220121,1516,2096,5.0,2014
220122,220122,1516,2124,5.0,2042
220123,220123,1516,4246,4.5,4154
220124,220124,1516,4306,5.0,4214
220125,220125,1516,4886,5.0,4793
220126,220126,1516,6377,5.0,6274
220127,220127,1516,7153,5.0,7044
228865,228865,1575,1610,3.5,1559
228866,228866,1575,1784,3.0,1715
228867,228867,1575,1923,4.0,1841
228868,228868,1575,1961,4.5,1879
228869,228869,1575,2628,3.5,2545
228870,228870,1575,2791,3.0,2707
228871,228871,1575,2997,5.0,2913
228872,228872,1575,3793,3.5,3704
228873,228873,1575,4306,3.5,4214
228874,228874,1575,4993,4.5,4900
228875,228875,1575,5378,2.5,5284
24961,24961,196,2580,4.0,2497
24962,24962,196,4351,4.0,4259
24963,24963,196,5047,4.0,4954
24964,24964,196,6016,5.0,5920
24965,24965,196,6615,3.0,6508
24966,24966,196,44974,2.0,11033
24967,24967,196,45106,2.0,11049
24968,24968,196,58559,5.0,12582
24969,24969,196,60756,4.0,12924
24970,24970,196,78209,4.0,15389
24971,24971,196,87306,4.5,17339
24729,24729,192,2376,5.0,2293
24730,24730,192,2724,2.0,2640
24731,24731,192,4866,1.0,4773
24732,24732,192,4896,1.0,4803
24733,24733,192,4901,5.0,4808
24734,24734,192,4960,2.0,4867
24735,24735,192,4993,1.0,4900
24736,24736,192,4994,2.0,4901
24737,24737,192,4995,4.0,4902
24738,24738,192,5009,2.0,4916
24739,24739,192,5010,4.0,4917
27849,27849,216,1639,4.5,1584
27850,27850,216,1909,1.0,1827
27851,27851,216,2302,2.5,2219
27852,27852,216,2699,3.0,2615
27853,27853,216,2890,4.0,2806
27854,27854,216,3175,3.0,3090
27855,27855,216,3481,4.0,3394
27856,27856,216,4973,5.0,4880
27857,27857,216,4995,4.0,4902
27858,27858,216,6957,4.0,6848
27859,27859,216,27801,4.5,9558
23815,23815,179,2513,2.0,2430
23816,23816,179,2808,3.0,2724
23817,23817,179,2858,4.0,2774
23818,23818,179,3243,2.5,3158
23819,23819,179,4306,3.5,4214
23820,23820,179,6377,3.5,6274
23821,23821,179,7153,4.0,7044
23822,23822,179,8972,4.0,8292
23823,23823,179,33794,5.0,10227
23824,23824,179,44195,5.0,10946
23825,23825,179,49272,4.5,11508
245265,245265,1700,2571,1.5,2488
245266,245266,1700,2599,4.0,2516
245267,245267,1700,2617,1.0,2534
245268,245268,1700,3002,5.0,2918
245269,245269,1700,3052,1.0,2967
245270,245270,1700,4034,4.0,3942
245271,245271,1700,5349,3.0,5255
245272,245272,1700,5932,4.0,5836
245273,245273,1700,6377,4.0,6274
245274,245274,1700,34542,5.0,10371
245275,245275,1700,40583,4.0,10641
254259,254259,1753,380,3.0,378
254260,254260,1753,434,3.0,432
254261,254261,1753,454,4.0,452
254262,254262,1753,457,4.0,455
254263,254263,1753,474,4.0,472
254264,254264,1753,485,4.0,483
254265,254265,1753,500,3.0,498
254266,254266,1753,527,5.0,525
254267,254267,1753,590,5.0,586
254268,254268,1753,592,3.0,588
254269,254269,1753,597,3.0,593
258043,258043,1772,349,5.0,347
258044,258044,1772,350,5.0,348
258045,258045,1772,420,5.0,418
258046,258046,1772,440,4.0,438
258047,258047,1772,457,5.0,455
258048,258048,1772,588,4.0,584
258049,258049,1772,590,4.0,586
258050,258050,1772,592,3.0,588
258051,258051,1772,593,5.0,589
258052,258052,1772,595,4.0,591
258053,258053,1772,616,5.0,612
125843,125843,854,3087,4.0,3002
125844,125844,854,3263,4.5,3178
125845,125845,854,3396,4.0,3310
125846,125846,854,3476,3.5,3389
125847,125847,854,3608,4.5,3519
125848,125848,854,4128,4.5,4036
125849,125849,854,53468,3.5,11970
125850,125850,854,56367,4.0,12331
125851,125851,854,57669,3.5,12469
125852,125852,854,69757,5.0,13968
125853,125853,854,71264,5.0,14260
145723,145723,975,2959,5.0,2875
145724,145724,975,3264,0.5,3179
145725,145725,975,3273,2.5,3188
145726,145726,975,3704,4.5,3615
145727,145727,975,3980,3.5,3888
145728,145728,975,4446,4.0,4354
145729,145729,975,4865,4.0,4772
145730,145730,975,4980,5.0,4887
145731,145731,975,5378,4.0,5284
145732,145732,975,64614,5.0,13284
145733,145733,975,70286,4.0,14060
37336,37336,290,3698,3.0,3609
37337,37337,290,3707,3.0,3618
37338,37338,290,4896,2.0,4803
37339,37339,290,5269,3.5,5175
37340,37340,290,5791,4.5,5695
37341,37341,290,6126,2.5,6030
37342,37342,290,6793,3.5,6686
37343,37343,290,7720,3.0,7437
37344,37344,290,8132,3.0,7667
37345,37345,290,8879,4.0,8199
37346,37346,290,26150,3.5,8710
126846,126846,858,329,3.0,327
126847,126847,858,339,3.0,337
126848,126848,858,349,3.0,347
126849,126849,858,380,3.0,378
126850,126850,858,457,3.0,455
126851,126851,858,592,2.0,588
126852,126852,858,593,4.0,589
126853,126853,858,648,3.0,642
126854,126854,858,733,3.0,723
126855,126855,858,736,3.0,726
126856,126856,858,780,3.0,769
204328,204328,1409,7827,4.0,7507
204329,204329,1409,32587,3.5,9999
204330,204330,1409,44191,3.5,10944
204331,204331,1409,51412,3.5,11737
204332,204332,1409,55282,3.0,12202
204333,204333,1409,73268,4.0,14708
204334,204334,1409,79132,4.0,15580
204335,204335,1409,83480,3.0,16567
204336,204336,1409,84152,4.0,16676
204337,204337,1409,91500,3.0,18327
204338,204338,1409,97936,3.5,19828
35301,35301,273,317,3.0,316
35302,35302,273,329,4.0,327
35303,35303,273,344,3.0,342
35304,35304,273,420,3.0,418
35305,35305,273,434,3.0,432
35306,35306,273,457,3.0,455
35307,35307,273,588,3.0,584
35308,35308,273,590,3.0,586
35309,35309,273,592,3.0,588
35310,35310,273,593,3.0,589
35311,35311,273,595,3.0,591
61982,61982,433,5621,5.0,5525
61983,61983,433,40581,4.0,10640
61984,61984,433,49286,4.0,11515
61985,61985,433,54286,5.0,12069
61986,61986,433,57951,4.0,12496
61987,61987,433,58047,4.0,12509
61988,61988,433,72998,5.0,14640
61989,61989,433,76093,5.0,15079
61990,61990,433,79132,5.0,15580
61991,61991,433,81845,5.0,16233
61992,61992,433,91529,5.0,18335
74231,74231,527,2329,5.0,2246
74232,74232,527,2770,3.0,2686
74233,74233,527,3977,4.0,3885
74234,74234,527,4226,5.0,4134
74235,74235,527,4886,2.5,4793
74236,74236,527,6874,4.0,6767
74237,74237,527,6934,4.0,6825
74238,74238,527,7143,4.5,7034
74239,74239,527,7373,3.0,7264
74240,74240,527,7381,3.5,7272
74241,74241,527,7438,4.5,7315
294943,294943,2019,3252,1.5,3167
294944,294944,2019,3396,0.5,3310
294945,294945,2019,3555,4.0,3466
294946,294946,2019,3698,4.5,3609
294947,294947,2019,3827,4.5,3737
294948,294948,2019,8914,5.0,8234
294949,294949,2019,34405,5.0,10344
294950,294950,2019,44191,5.0,10944
294951,294951,2019,60069,4.0,12803
294952,294952,2019,62376,4.0,13100
294953,294953,2019,68554,4.5,13767
123812,123812,841,1249,5.0,1223
123813,123813,841,1704,5.0,1647
123814,123814,841,2396,5.0,2313
123815,123815,841,2429,1.0,2346
123816,123816,841,2607,4.0,2524
123817,123817,841,2687,4.0,2603
123818,123818,841,2692,5.0,2608
123819,123819,841,2858,5.0,2774
123820,123820,841,3083,5.0,2998
123821,123821,841,3174,4.0,3089
123822,123822,841,3752,4.0,3663
110868,110868,761,708,3.0,698
110869,110869,761,736,1.0,726
110870,110870,761,778,3.0,767
110871,110871,761,780,1.0,769
110872,110872,761,800,4.0,789
110873,110873,761,838,3.0,825
110874,110874,761,994,3.0,978
110875,110875,761,1049,3.0,1031
110876,110876,761,1059,5.0,1041
110877,110877,761,1060,4.0,1042
110878,110878,761,1183,5.0,1161
104126,104126,727,253,5.0,252
104127,104127,727,292,3.0,291
104128,104128,727,296,5.0,295
104129,104129,727,329,4.0,327
104130,104130,727,339,4.0,337
104131,104131,727,344,1.0,342
104132,104132,727,410,2.0,408
104133,104133,727,588,3.0,584
104134,104134,727,590,4.0,586
104135,104135,727,593,4.0,589
104136,104136,727,595,4.0,591
74209,74209,526,3578,3.0,3489
74210,74210,526,3638,3.0,3549
74211,74211,526,3654,4.0,3565
74212,74212,526,3704,4.0,3615
74213,74213,526,4226,5.0,4134
74214,74214,526,4973,4.0,4880
74215,74215,526,6016,5.0,5920
74216,74216,526,7361,3.5,7252
74217,74217,526,44555,5.0,10968
74218,74218,526,48516,4.5,11419
74219,74219,526,68157,0.5,13701
296044,296044,2027,316,2.0,315
296045,296045,2027,329,2.0,327
296046,296046,2027,339,2.0,337
296047,296047,2027,344,3.0,342
296048,296048,2027,349,3.0,347
296049,296049,2027,380,4.0,378
296050,296050,2027,434,3.0,432
296051,296051,2027,588,3.0,584
296052,296052,2027,590,3.0,586
296053,296053,2027,592,3.0,588
296054,296054,2027,595,3.0,591
18729,18729,145,300,3.0,299
18730,18730,145,316,5.0,315
18731,18731,145,339,5.0,337
18732,18732,145,344,3.0,342
18733,18733,145,380,3.0,378
18734,18734,145,410,3.0,408
18735,18735,145,434,5.0,432
18736,18736,145,588,4.0,584
18737,18737,145,590,4.0,586
18738,18738,145,592,4.0,588
18739,18739,145,595,3.0,591
282101,282101,1937,781,4.0,770
282102,282102,1937,818,1.0,805
282103,282103,1937,852,4.0,839
282104,282104,1937,880,3.0,866
282105,282105,1937,885,3.0,870
282106,282106,1937,1073,2.0,1054
282107,282107,1937,1105,1.0,1085
282108,282108,1937,1210,4.0,1186
282109,282109,1937,1356,5.0,1328
282110,282110,1937,1367,4.0,1338
282111,282111,1937,1405,2.0,1374
102497,102497,715,2011,4.0,1929
102498,102498,715,2048,2.0,1966
102499,102499,715,2161,4.0,2079
102500,102500,715,2294,5.0,2211
102501,102501,715,2617,1.5,2534
102502,102502,715,3033,3.0,2948
